city_rus,city_en,link,latitude,longitude,coordinates
Россошь,rossosh,https://time-in.ru/coordinates/rossosh,51.1209,38.5116,"51.1209, 38.5116"
Россошь,rossosh-1,https://time-in.ru/coordinates/rossosh-1,50.1983,39.5673,"50.1983, 39.5673"
Ростов-на-Дону,rostov-na-donu,https://time-in.ru/coordinates/rostov-na-donu,47.2313,39.7233,"47.2313, 39.7233"
Рубцовск,rubtsovsk,https://time-in.ru/coordinates/rubtsovsk,51.5147,81.2061,"51.5147, 81.2061"
Рыбинск,rybinsk,https://time-in.ru/coordinates/rybinsk,58.0446,38.8426,"58.0446, 38.8426"
Рязань,ryazan,https://time-in.ru/coordinates/ryazan,54.6269,39.6916,"54.6269, 39.6916"
Салават,salavat,https://time-in.ru/coordinates/salavat,53.3837,55.9077,"53.3837, 55.9077"
Салехард,salekhard,https://time-in.ru/coordinates/salekhard,66.53,66.6019,"66.53, 66.6019"
Сальск,sal-sk,https://time-in.ru/coordinates/sal-sk,46.4747,41.5411,"46.4747, 41.5411"
Самара,samara,https://time-in.ru/coordinates/samara,53.2001,50.15,"53.2001, 50.15"
Санкт-Петербург,saint-petersburg,https://time-in.ru/coordinates/saint-petersburg,59.9386,30.3141,"59.9386, 30.3141"
Саранск,saransk,https://time-in.ru/coordinates/saransk,54.1838,45.1749,"54.1838, 45.1749"
Сарапул,sarapul,https://time-in.ru/coordinates/sarapul,56.4763,53.7978,"56.4763, 53.7978"
Саратов,saratov,https://time-in.ru/coordinates/saratov,51.5406,46.0086,"51.5406, 46.0086"
Саров,sarov,https://time-in.ru/coordinates/sarov,54.9358,43.3235,"54.9358, 43.3235"
Свободный,svobodnyy,https://time-in.ru/coordinates/svobodnyy,51.3753,128.141,"51.3753, 128.141"
Северодвинск,severodvinsk,https://time-in.ru/coordinates/severodvinsk,64.5635,39.8302,"64.5635, 39.8302"
Североморск,severomorsk,https://time-in.ru/coordinates/severomorsk,69.0689,33.4162,"69.0689, 33.4162"
Северск,seversk,https://time-in.ru/coordinates/seversk,56.6006,84.8864,"56.6006, 84.8864"
Сергиев Посад,sergiyev-posad,https://time-in.ru/coordinates/sergiyev-posad,56.3,38.1333,"56.3, 38.1333"
Серов,serov,https://time-in.ru/coordinates/serov,59.6033,60.5787,"59.6033, 60.5787"
Серпухов,serpukhov,https://time-in.ru/coordinates/serpukhov,54.9158,37.4111,"54.9158, 37.4111"
Сибай,sibay,https://time-in.ru/coordinates/sibay,52.7181,58.6658,"52.7181, 58.6658"
Славянск-на-Кубани,slavyansk-na-kubani,https://time-in.ru/coordinates/slavyansk-na-kubani,45.2558,38.1256,"45.2558, 38.1256"
Смоленск,smolensk,https://time-in.ru/coordinates/smolensk,54.7818,32.0401,"54.7818, 32.0401"
Снежинск,snezhinsk,https://time-in.ru/coordinates/snezhinsk,56.085,60.7314,"56.085, 60.7314"
Соликамск,solikamsk,https://time-in.ru/coordinates/solikamsk,59.6316,56.7685,"59.6316, 56.7685"
Солнечногорск,solnechnogorsk,https://time-in.ru/coordinates/solnechnogorsk,56.1833,36.9833,"56.1833, 36.9833"
Сосновый Бор,sosnovyy-bor,https://time-in.ru/coordinates/sosnovyy-bor,59.8996,29.0857,"59.8996, 29.0857"
Сочи,sochi,https://time-in.ru/coordinates/sochi,43.5992,39.7257,"43.5992, 39.7257"
Ставрополь,stavropol,https://time-in.ru/coordinates/stavropol,45.0428,41.9734,"45.0428, 41.9734"
Старый Оскол,staryy-oskol,https://time-in.ru/coordinates/staryy-oskol,51.2967,37.8417,"51.2967, 37.8417"
Стерлитамак,sterlitamak,https://time-in.ru/coordinates/sterlitamak,53.6246,55.9501,"53.6246, 55.9501"
Ступино,stupino,https://time-in.ru/coordinates/stupino,54.9008,38.0708,"54.9008, 38.0708"
Сунжа,sunzha,https://time-in.ru/coordinates/sunzha,43.3195,45.0491,"43.3195, 45.0491"
Сургут,surgut,https://time-in.ru/coordinates/surgut,61.25,73.4167,"61.25, 73.4167"
Сызрань,syzran,https://time-in.ru/coordinates/syzran,53.1585,48.4681,"53.1585, 48.4681"
Сыктывкар,syktyvkar,https://time-in.ru/coordinates/syktyvkar,61.6764,50.8099,"61.6764, 50.8099"
Таганрог,taganrog,https://time-in.ru/coordinates/taganrog,47.2362,38.8969,"47.2362, 38.8969"
Талнах,talnakh,https://time-in.ru/coordinates/talnakh,69.4865,88.3972,"69.4865, 88.3972"
Тамбов,tambov,https://time-in.ru/coordinates/tambov,52.7317,41.4433,"52.7317, 41.4433"
Тверь,tver,https://time-in.ru/coordinates/tver,56.8584,35.9006,"56.8584, 35.9006"
Тимашёвск,timashevsk,https://time-in.ru/coordinates/timashevsk,45.6169,38.9453,"45.6169, 38.9453"
Тихвин,tikhvin,https://time-in.ru/coordinates/tikhvin,59.6451,33.5294,"59.6451, 33.5294"
Тихорецк,tikhoretsk,https://time-in.ru/coordinates/tikhoretsk,45.8547,40.1253,"45.8547, 40.1253"
Тобольск,tobol-sk,https://time-in.ru/coordinates/tobol-sk,58.1981,68.2546,"58.1981, 68.2546"
Тольятти,tol-yatti,https://time-in.ru/coordinates/tol-yatti,53.5303,49.3461,"53.5303, 49.3461"
Томск,tomsk,https://time-in.ru/coordinates/tomsk,56.4977,84.9744,"56.4977, 84.9744"
Троицк,troitsk,https://time-in.ru/coordinates/troitsk,54.0979,61.5773,"54.0979, 61.5773"
Туапсе,tuapse,https://time-in.ru/coordinates/tuapse,44.1053,39.0802,"44.1053, 39.0802"
Туймазы,tuymazy,https://time-in.ru/coordinates/tuymazy,54.6067,53.7097,"54.6067, 53.7097"
Тула,tula,https://time-in.ru/coordinates/tula,54.1961,37.6182,"54.1961, 37.6182"
Тулун,tulun,https://time-in.ru/coordinates/tulun,54.5636,100.581,"54.5636, 100.581"
Тюмень,tyumen,https://time-in.ru/coordinates/tyumen,57.1522,65.5272,"57.1522, 65.5272"
Узловая,uzlovaya,https://time-in.ru/coordinates/uzlovaya,53.9818,38.1712,"53.9818, 38.1712"
Улан-Удэ,ulan-ude,https://time-in.ru/coordinates/ulan-ude,51.8272,107.606,"51.8272, 107.606"
Ульяновск,ulyanovsk,https://time-in.ru/coordinates/ulyanovsk,54.3282,48.3866,"54.3282, 48.3866"
Усолье-Сибирское,usol-ye-sibirskoye,https://time-in.ru/coordinates/usol-ye-sibirskoye,52.7519,103.645,"52.7519, 103.645"
Уссурийск,ussuriysk,https://time-in.ru/coordinates/ussuriysk,43.8029,131.946,"43.8029, 131.946"
Усть-Илимск,ust-ilimsk,https://time-in.ru/coordinates/ust-ilimsk,58.0006,102.662,"58.0006, 102.662"
Уфа,ufa,https://time-in.ru/coordinates/ufa,54.7431,55.9678,"54.7431, 55.9678"
Ухта,ukhta,https://time-in.ru/coordinates/ukhta,63.5671,53.6835,"63.5671, 53.6835"
Фрязево,fryazevo,https://time-in.ru/coordinates/fryazevo,55.7332,38.4646,"55.7332, 38.4646"
Фрязино,fryazino,https://time-in.ru/coordinates/fryazino,55.9606,38.0456,"55.9606, 38.0456"
Хабаровск,khabarovsk,https://time-in.ru/coordinates/khabarovsk,48.4827,135.084,"48.4827, 135.084"
Ханты-Мансийск,khanty-mansiysk,https://time-in.ru/coordinates/khanty-mansiysk,61.0042,69.0019,"61.0042, 69.0019"
Хасавюрт,khasavyurt,https://time-in.ru/coordinates/khasavyurt,43.2509,46.5877,"43.2509, 46.5877"
Химки,khimki,https://time-in.ru/coordinates/khimki,55.897,37.4297,"55.897, 37.4297"
Чайковский,chaykovskiy,https://time-in.ru/coordinates/chaykovskiy,56.7686,54.1148,"56.7686, 54.1148"
Чапаевск,chapayevsk,https://time-in.ru/coordinates/chapayevsk,52.9771,49.7086,"52.9771, 49.7086"
Чебоксары,cheboksary,https://time-in.ru/coordinates/cheboksary,56.1322,47.2519,"56.1322, 47.2519"
Челябинск,chelyabinsk,https://time-in.ru/coordinates/chelyabinsk,55.154,61.4291,"55.154, 61.4291"
Черёмушки,cheremushki,https://time-in.ru/coordinates/cheremushki,55.6647,37.5614,"55.6647, 37.5614"
Черемхово,cheremkhovo,https://time-in.ru/coordinates/cheremkhovo,53.1561,103.067,"53.1561, 103.067"
Череповец,cherepovets,https://time-in.ru/coordinates/cherepovets,59.1333,37.9,"59.1333, 37.9"
Черкесск,cherkessk,https://time-in.ru/coordinates/cherkessk,44.2233,42.0578,"44.2233, 42.0578"
Черногорск,chernogorsk,https://time-in.ru/coordinates/chernogorsk,53.8236,91.2842,"53.8236, 91.2842"
Чехов,chekhov,https://time-in.ru/coordinates/chekhov,55.1477,37.4773,"55.1477, 37.4773"
Чистополь,chistopol,https://time-in.ru/coordinates/chistopol,55.3631,50.6424,"55.3631, 50.6424"
Чита,chita,https://time-in.ru/coordinates/chita,52.0317,113.501,"52.0317, 113.501"
Чусовой,chusovoy,https://time-in.ru/coordinates/chusovoy,58.3013,57.8131,"58.3013, 57.8131"
Шадринск,shadrinsk,https://time-in.ru/coordinates/shadrinsk,56.0852,63.6335,"56.0852, 63.6335"
Шахты,shakhty,https://time-in.ru/coordinates/shakhty,47.7091,40.2144,"47.7091, 40.2144"
Шуя,shuya,https://time-in.ru/coordinates/shuya,56.8487,41.3883,"56.8487, 41.3883"
Щекино,shchekino,https://time-in.ru/coordinates/shchekino,54.0051,37.5219,"54.0051, 37.5219"
Щёлково,shchelkovo,https://time-in.ru/coordinates/shchelkovo,55.925,37.9722,"55.925, 37.9722"
Эжва,ezhva,https://time-in.ru/coordinates/ezhva,61.8128,50.7283,"61.8128, 50.7283"
Электросталь,elektrostal,https://time-in.ru/coordinates/elektrostal,55.7896,38.4467,"55.7896, 38.4467"
Элиста,elista,https://time-in.ru/coordinates/elista,46.3078,44.2558,"46.3078, 44.2558"
Энгельс,engel-s,https://time-in.ru/coordinates/engel-s,51.4839,46.1053,"51.4839, 46.1053"
Южно-Сахалинск,yuzhno-sakhalinsk,https://time-in.ru/coordinates/yuzhno-sakhalinsk,46.9541,142.736,"46.9541, 142.736"
Якутск,yakutsk,https://time-in.ru/coordinates/yakutsk,62.0339,129.733,"62.0339, 129.733"
Ярославль,yaroslavl,https://time-in.ru/coordinates/yaroslavl,57.6299,39.8737,"57.6299, 39.8737"
Ярцево,yartsevo,https://time-in.ru/coordinates/yartsevo,55.0667,32.6964,"55.0667, 32.6964"
